N,M_test,Volume_test,Exact_volume,Error_test,M_charge,Volume_charge,Integral_charge,Error_charge
1000,504,36,2880000000,37,6991118431,1,4111118431,540,38,8800000000,24,6129634397,1,1808881569
5000,2714,39,0816000000,37,6991118431,1,3824881569,2581,37,1664000000,19,9138391438,0,5327118431
10000,5254,37,8288000000,37,6991118431,0,1296881569,5168,37,2096000000,21,1466237935,0,4895118431
50000,26074,37,5465600000,37,6991118431,0,1525518431,26196,37,7222400000,21,8302110460,0,0231281569
100000,52434,37,7524800000,37,6991118431,0,0533681569,52322,37,6718400000,21,8707348031,0,0272718431
500000,262170,37,7524800000,37,6991118431,0,0533681569,261988,37,7262720000,21,7870981590,0,0271601569
